idx,x,y,tx,ty,s_norm
0,-2.3850340843200684,0.14629407227039337,0.9989638924598694,-0.04466230422258377,0.0
1,-2.358915090560913,0.1451263278722763,0.961552083492279,-0.27445536851882935,0.019083768129348755
2,-2.3379762172698975,0.1391497552394867,0.8594554662704468,-0.5111098885536194,0.03497782349586487
3,-2.321274518966675,0.12921741604804993,0.7169508337974548,-0.6970469951629639,0.049161504954099655
4,-2.3078672885894775,0.11618239432573318,0.5859856009483337,-0.8102560639381409,0.0628104954957962
5,-2.2968132495880127,0.10089771449565887,0.5004836916923523,-0.8656859993934631,0.07657894492149353
6,-2.2871692180633545,0.08421644568443298,0.47013431787490845,-0.882536768913269,0.09064331650733948
7,-2.2779934406280518,0.0669916644692421,0.49548956751823425,-0.8685547709465027,0.10488864779472351
8,-2.268343687057495,0.05007639527320862,0.5748106241226196,-0.8182229995727539,0.11910321563482285
9,-2.257277250289917,0.03432370722293854,0.6989107728004456,-0.7151361107826233,0.13315509259700775
10,-2.243851900100708,0.020586684346199036,0.8384861946105957,-0.5448307991027832,0.14717532694339752
11,-2.227125644683838,0.009718312881886959,0.9465000629425049,-0.3225635290145874,0.16173511743545532
12,-2.20615553855896,0.002571783261373639,0.995162844657898,-0.09785115718841553,0.17790603637695312
13,-2.180000066757202,0.0,0.0,0.0,0.19708944857120514
14,-2.180000066757202,0.0,0.9999945759773254,0.0,0.19708944857120514
15,-1.996666669845581,0.0,0.9999945759773254,0.0,0.33090782165527344
16,-1.81333327293396,0.0,0.9999945759773254,0.0,0.46472615003585815
17,-1.630000114440918,0.0,0.9999945759773254,0.0,0.5985442996025085
18,-1.4466667175292969,0.0,0.9999945759773254,0.0,0.732362687587738
19,-1.2633334398269653,0.0,0.9999945759773254,0.0,0.866180956363678
20,-1.0800000429153442,0.0,0.9999945759773254,0.0,0.9999992847442627
